filename;academie;nom_de_l_organisme_gestionnaire;ndegfiness_de_l_etablissement_de_formation;nom_de_l_etablissement_de_formation;sigle_de_l_etablissement_de_formation;adresse_de_l_etablissement_de_formation;commune_de_l_etablissement_de_formation;code_uai_de_l_etablissement_source_onisep_data_education_gouv_fr;nom_site_de_formation;adresse_site_de_formation;adressegeoloc;dpt_site_de_formation;cp_site_de_formation;commune_site_de_formation;libelle_formation;sigle_diplome;code_diplome;niveau;duree_formation;p2023;geo
sanitaire;Créteil;APHP - Bicêtre-Paul Brousse;940005788;APHP - Bicêtre-Paul Brousse;;;;;APHP - Bicêtre-Paul Brousse;;78 AVENUE DU GENERAL LECLERC;94;94270;LE KREMLIN BICETRE;Infirmier (IDE);;36033102T;6;3 ans;260.0;48.810048, 2.357902
sanitaire;Paris;APHP - Picpus;750019069;APHP - Picpus;;;;;APHP - Picpus;;33 BOULEVARD PICPUS;75;75012;PARIS;Puériculture (Puer);;36033105T;;1 an;50.0;48.843463, 2.401384
sanitaire;Paris;APHP - Tenon;750803371;APHP - Tenon;;;;;APHP - Tenon;;14 RUE DES BALKANS;75;75020;PARIS;Infirmier (IDE);;36033102T;6;3 ans;230.0;48.860326, 2.407008
sanitaire;Créteil;CFLC - Centre de Formation Louise COUVE;930817689;CFLC - Centre de Formation Louise COUVE;;;;;CFLC - Centre de Formation Louise COUVE;;46 rue de la Commune de Paris;93;93300;AUBERVILLIERS;Infirmier (IDE);;36033102T;6;3 ans;75.0;48.910754, 2.380189
sanitaire;Versailles;CH Albert SCHWEITZER;950005348;CH Albert SCHWEITZER;;;;;CH Albert SCHWEITZER;;25 RUE PIERRE DE THEILLEY;95;95500;GONESSE;Aide soignant (AS);;56033102T;4;1 an;30.0;48.985081, 2.437604
sanitaire;Versailles;CH Albert SCHWEITZER;950005348;CH Albert SCHWEITZER;;;;;CH Albert SCHWEITZER;;25 RUE PIERRE DE THEILLEY;95;95500;GONESSE;Infirmier (IDE);;36033102T;6;3 ans;90.0;48.985081, 2.437604
sanitaire;Créteil;GHEF - CH de Meaux - GRAND HOPITAL DE L'EST FRANCILIEN;770008928;GHEF - CH de Meaux - GRAND HOPITAL DE L'EST FRANCILIEN;;;;;GHEF - CH de Meaux - GRAND HOPITAL DE L'EST FRANCILIEN;;17 RUE GUILLAUME BRIÇONNET;77;77100;MEAUX;Infirmier (IDE);;36033102T;6;3 ans;87.0;48.948116, 2.895929
sanitaire;Créteil;CH de Saint-Denis;930011689;CH de Saint-Denis;;;;;CH de Saint-Denis;;2 RUE DU DOCTEUR DELAFONTAINE;93;93200;SAINT-DENIS;Infirmier (IDE);;36033102T;6;3 ans;100.0;48.936165, 2.372589
sanitaire;Créteil;CH de Saint-Denis;930011689;CH de Saint-Denis;;;;;CH de Saint-Denis;;CH de Saint-Denis;93;93200;SAINT-DENIS;Aide soignant (AS);;56033102T;4;1 an;40.0;48.945123, 2.376517
sanitaire;Versailles;CH de Versailles;780800405;CH de Versailles;;;;;CH de Versailles;;25 BOULEVARD SAINT-ANTOINE;78;78150;LE CHESNAY;Aide soignant (AS);;56033102T;4;1 an;35.0;48.817291, 2.123825
sanitaire;Versailles;"CHSF-GHSF sud francilien
Evry";910005719;"CHSF-GHSF sud francilien
Evry";;;;;"CHSF-GHSF sud francilien
Evry";;IFPM 2 rue Pierre Fontaine;91;91000;EVRY;Auxiliaire de puériculture (AP);;56033103T;4;1 an;55.0;48.619597, 2.452838
sanitaire;Versailles;CHD de Rueil Malmaison - STELL;920804838;CHD de Rueil Malmaison - STELL;;;;;CHD de Rueil Malmaison - STELL;;25 AVENUE PAUL DOUMER;92;92500;RUEIL-MALMAISON;Infirmier (IDE);;36033102T;6;3 ans;134.0;48.883311, 2.190495
sanitaire;Versailles;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);780000428;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);;;;;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);;1 RUE BAPTISTE MARCET;78;78250;MEULAN-LES MUREAUX;Infirmier (IDE);;36033102T;6;3 ans;60.0;49.011517, 1.926293
sanitaire;Paris;école CENTRALE DE PUERICULTURE - ex  Paul Strauss (Groupe BABILOU);750831000;école CENTRALE DE PUERICULTURE - ex  Paul Strauss (Groupe BABILOU);;;;;école CENTRALE DE PUERICULTURE - ex  Paul Strauss (Groupe BABILOU);;13 BD LEFEVRE;75;75015;PARIS;Auxiliaire de puériculture (AP);;56033103T;4;1 an;190.0;48.832433, 2.289451
sanitaire;Versailles;école D'ASSAS - EDAE;750814246;école D'ASSAS - EDAE;;;;;école D'ASSAS - EDAE;;415 ROUTE DE TRAPPES;78;78114;MAGNY-LES-HAMEAUX;Ergothérapie (ERGO);;26033102T;6;3 ans;30.0;48.746842, 2.071456
sanitaire;Créteil;EPS Ville-Evrard - EPSVE;930011499;EPS Ville-Evrard - EPSVE;;;;;EPS Ville-Evrard - EPSVE;;202 AVENUE JEAN JAURES;93;93330;NEUILLY-SUR-MARNE;Infirmier (IDE);;36033102T;6;3 ans;85.0;48.862422, 2.549507
sanitaire;Versailles;Hôpital NOVO;950006338;Hôpital NOVO;;;;;Hôpital NOVO;;"ROUTE DE NOISY ""Les Oliviers""";95;95260;BEAUMONT-SUR-OISE;Aide soignant (AS);;56033102T;4;1 an;20.0;49.144684, 2.310856
sanitaire;Paris;Institut national de podologie - INP;750814196;Institut national de podologie - INP;;;;;Institut national de podologie - INP;;"6 rue Sainte-Anne 
75001 PARIS";75;75001;PARIS;Pédicure Podologue (PP);;;5;3 ans;120.0;
sanitaire;Créteil;ISRP - Institut supérieur de rééducation psychomotrice - est francilien - IFMK-EF;770026771;ISRP - Institut supérieur de rééducation psychomotrice - est francilien - IFMK-EF;;;;;ISRP - Institut supérieur de rééducation psychomotrice - est francilien - IFMK-EF;;3 avenue Roland Moreno;77;77124;CHAUCONIN NEUFMOUTIERS;Masseur Kinésithérapeute (MK);;36033109T;7;3 ans;29.0;48.958267, 2.862828
sanitaire;Créteil;lycée Blaise Pascal;;lycée Blaise Pascal;;;;;lycée Blaise Pascal;;18 RUE MARC VIEVILLE;93;93250;VILLEMOMBLE;Auxiliaire de puériculture (AP);;56033103T;4;1 an;37.0;48.882271, 2.511298
sanitaire;Versailles;lycée René Auffray - GRETA 92;920009958;lycée René Auffray - GRETA 92;;;;;lycée René Auffray - GRETA 92;;23 RUE FERNAND PELLOUTIER;92;92110;CLICHY LA GARENNE;Auxiliaire de puériculture (AP);;56033103T;4;1 an;45.0;48.903312, 2.299977
sanitaire;Versailles;lycée René Auffray - GRETA 92;920009958;lycée René Auffray - GRETA 92;;;;;lycée René Auffray - GRETA 92;;23 RUE FERNAND PELLOUTIER;92;92110;CLICHY LA GARENNE;Aide soignant (AS);;56033102T;4;1 an;30.0;48.903312, 2.299977
sanitaire;Versailles;lycée Théodore Monod;;lycée Théodore Monod;;;;;lycée Théodore Monod;;26 AVENUE LEON JOUHAUX;92;92160;ANTONY;Aide soignant (AS);;56033102T;4;1 an;24.0;48.735127, 2.307289
social;Versailles;SAUVEGARDE DE L'ENFANT, DE L'ADOLESCENT ET DE L'ADULTE EN YVELINES;780801064;BUC RESSOURCES;BUC RESSOURCES;1 rue Baptiste Marcet 78130 BECHEVILLE;BECHEVILLE;0783192W;"BUC RESSOURCES 
EX-Antenne de Becheville";"1 rue Baptiste Marcet 78130 BECHEVILLE
Site Campus Oxygène Factory (les Mureaux)";17 rue Albert Thomas;78;78130;LES MUREAUX;Accompagnant éducatif et social;DEAES;56033204;3;1 an;53.0;48.982885, 1.923097
social;Versailles;SAUVEGARDE DE L'ENFANT, DE L'ADOLESCENT ET DE L'ADULTE EN YVELINES;780801064;BUC RESSOURCES;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;BUC;0783192W;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;1 bis rue Louis Massotte;78;78530;BUC;Ingénierie sociale;DEIS;16033201;7;3 ans;20.0;48.774267, 2.127061
social;Versailles;ASSOCIATION DU CENTRE DE FORMATION DE L'ESSONNE;910003649;CENTRE DE FORMATION DE L'ESSONNE;CFE;23 rue des Ateliers - 91350 GRIGNY;GRIGNY;NC;CFE;23 rue des Ateliers - 91350 GRIGNY;23 rue des Ateliers;91;91350;GRIGNY;Moniteur éducateur;DEME;46033202;4;2 ans;36.0;48.650387, 2.378179
social;Paris;CRAMIF;750814444;ECOLE DE SERVICE SOCIAL DE LA CRAMIF;CRAMIF;17 avenue de Flandre - 75954 PARIS Cedex 19;PARIS;NC;Ecole de Service Social de la CRAMIF;17-19 Place de l'Argonne - 75019 PARIS;17 Place de l'Argonne;75;75019;PARIS;Assistant de Service Social;DEASS;26033205;6;3 ans;0.0;48.893306, 2.383164
social;Paris;ECOLE DES PARENTS & DES EDUCATEURS ILE-DE-FRANCE;750022428;ECOLE DES PARENTS & DES EDUCATEURS ILE-DE-FRANCE;EPE;5 Impasse Bon Secours - 75543 PARIS CEDEX 11;PARIS;NC;EPE;5 Impasse Bon Secours - 75543 PARIS CEDEX 11;5 Impasse Bon Secours;75;75011;PARIS;Assistant familial;DEAF;-;3;2 ans;45.0;48.8549, 2.38345
social;Paris;ASSOCIATION DES SURINTENDANTES D'USINES ET DE SERVICES SOCIAUX;750814527;ECOLE SUPERIEURE DE TRAVAIL SOCIAL;ETSUP;Tour Maine Montparnasse - 33 avenue du Maine - 75015 PARIS;PARIS;0753602H;Ecole Supérieure de Travail Social;Tour Maine Montparnasse - 33 avenue du Maine - 75015 PARIS;33 avenue du Maine;75;75015;PARIS;Certificat d'aptitude aux fonctions d'encadrement et de responsable d'unité d'intervention sociale;CAFERUIS;26033207;6;2 ans;25.0;48.842274, 2.32124
social;Créteil;FONDATION INFA;940020183;INSTITUT NATIONAL DE FORMATION ET D'APPLICATION;INFA;12 Avenue de Val de Fontenay - 94120 FONTENAY-SOUS-BOIS;FONTENAY SOUS BOIS;0941869W;INFA;12 Avenue de Val de Fontenay - 94120 FONTENAY-SOUS-BOIS;12 Avenue de Val de Fontenay;94;94120;FONTENAY-SOUS-BOIS;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;30.0;48.85339, 2.48769
social;Créteil;FONDATION ITSRS;920806890;IRTS IDF MONTROUGE - NEUILLY/MARNE;IRTS IDF;150 avenue Paul-Vaillant Couturier 93330 NEUILLY-SUR-MARNE;NEUILLY-SUR-MARNE;0932755P;IRTS IDF MONTROUGE - NEUILLY/MARNE - Site Neuilly/Marne;150 avenue Paul-Vaillant Couturier - 93330 NEUILLY-SUR-MARNE;150 avenue Paul-Vaillant Couturier;93;93330;NEUILLY SUR MARNE;Assistant de Service Social;DEASS;26033205;6;3 ans;25.0;48.866455, 2.561007
social;Paris;"AFRIS PARIS PARMENTIER
Association de Formation et de Recherche en Intervention Sociale et médico-sociale de Paris – Parmentier";750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier - 75010 PARIS;PARIS;NC;IRTS PARIS IDF - Etablissement de Paris;145 avenue Parmentier - 75010 PARIS;145 avenue Parmentier;75;75010;PARIS;Ingénierie sociale;DEIS;16033201;7;3 ans;20.0;48.870777, 2.370284
social;Paris;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier - 75010 PARIS;PARIS;NC;IRTS PARIS IDF - Etablissement de Paris;145 avenue Parmentier - 75010 PARIS;145 avenue Parmentier;75;75010;PARIS;Moniteur éducateur;DEME;46033202;4;2 ans;40.0;48.870777, 2.370284
social;Créteil;LP EUGENE DELACROIX;930817105;LP Eugène DELACROIX;-;4 Rue du Docteur Schweitzer - 93700 DRANCY;DRANCY;0931432B;Lycée Eugène DELACROIX;4 Rue du Docteur Schweitzer - 93700 DRANCY;4 Rue du Docteur Schweitzer;93;93700;DRANCY;Moniteur éducateur;DEME;46033202;4;2 ans;20.0;48.925007, 2.457936
sanitaire;Créteil;APHP - Charles Foix;940802291;APHP - Charles Foix;;;;;APHP - Charles Foix;;21 AVENUE DE LA REPUBLIQUE;94;94200;IVRY SUR SEINE;Infirmier (IDE);;36033102T;6;3 ans;210.0;48.80273, 2.397235
sanitaire;Paris;APHP - Espace Paul Broussais - Batiment ADY STEG (ex Pitié Salpêtrière);750712184;APHP - Espace Paul Broussais - Batiment ADY STEG (ex Pitié Salpêtrière);;;;;APHP - Espace Paul Broussais - Batiment ADY STEG (ex Pitié Salpêtrière);;8 RUE MARIA HELENA VIEIRA DA SILVA;75;75014;PARIS;Infirmier de bloc opératoire (IBODE);;;6;1 an;100.0;48.828285, 2.311243
sanitaire;Paris;APHP - Picpus;750019028;APHP - Picpus;;;;;APHP - Picpus;;33 BOULEVARD PICPUS;75;75012;PARIS;Infirmier (IDE);;36033102T;6;3 ans;161.0;48.843463, 2.401384
sanitaire;Paris;APHP - Tenon;750803371;APHP - Tenon;;;;;APHP - Tenon;;14 RUE DES BALKANS;75;75020;PARIS;Aide soignant (AS);;56033102T;4;1 an;60.0;48.860326, 2.407008
sanitaire;Créteil;GHEF - CH de Coulommiers (école) - GRAND HOPITAL DE L'EST FRANCILIEN;770008878;GHEF - CH de Coulommiers (école) - GRAND HOPITAL DE L'EST FRANCILIEN;;;;;GHEF - CH de Coulommiers (école) - GRAND HOPITAL DE L'EST FRANCILIEN;;28 AVENUE VICTOR HUGO;77;77120;COULOMMIERS;Aide soignant (AS);;56033102T;4;1 an;44.0;48.814504, 3.08278
sanitaire;Créteil;GHEF - CH de Marne la Vallée Magny le Hongre - GRAND HOPITAL DE L'EST FRANCILIEN;770021145;GHEF - CH de Marne la Vallée Magny le Hongre - GRAND HOPITAL DE L'EST FRANCILIEN;;;;;GHEF - CH de Marne la Vallée Magny le Hongre - GRAND HOPITAL DE L'EST FRANCILIEN;;65 RUE DES LABOURS;77;77700;MAGNY-LE-HONGRE;Infirmier (IDE);;36033102T;6;3 ans;126.0;48.868748, 2.811763
sanitaire;Créteil;CH de Villeneuve st Georges;940006109;CH de Villeneuve st Georges;;;;;CH de Villeneuve st Georges;;40 ALLEE DE LA SOURCE;94;94190;VILLENEUVE SAINT GEORGES;Aide soignant (AS);;56033102T;4;1 an;26.0;48.723165, 2.450263
sanitaire;Créteil;CH Léon BINET - CHLB;770009009;CH Léon BINET - CHLB;;;;;CH Léon BINET - CHLB;;ROUTE DE LA CHALAUTRE;77;77160;PROVINS;Infirmier (IDE);;36033102T;6;3 ans;70.0;48.53048, 3.311743
sanitaire;Créteil;CH Paul GUIRAUD;940006018;CH Paul GUIRAUD;;;;;CH Paul GUIRAUD;;54 AVENUE DE LA REPUBLIQUE;94;94800;VILLEJUIF;Aide soignant (AS);;56033102T;4;1 an;39.0;48.787726, 2.355454
sanitaire;Paris;GHU Paris Psychiatrie & Neurosciences;750037012;CH Sainte-Anne (site) - GHU Paris Psychiatrie & Neurosciences;;;;;CH Sainte-Anne (site) - GHU Paris Psychiatrie & Neurosciences;;1 RUE CABANIS;75;75014;PARIS;Cadre de santé (CS);;;6;1 an;95.0;48.830228, 2.340449
sanitaire;Créteil;CH SUD 77 samois;770008779;CH SUD 77 samois;;;;;CH SUD 77 samois;;80 ROUTE DE VALVINS;77;77920;SAMOIS-SUR-SEINE;Infirmier (IDE);;36033102T;6;3 ans;180.0;48.427623, 2.743106
sanitaire;Créteil;CRF école de la CROIX ROUGE FRANCAISE;;CRF école de la CROIX ROUGE FRANCAISE;;;;;CRF école de la CROIX ROUGE FRANCAISE;;120 AV GASTON ROUSSEL;93;93230;ROMAINVILLE;Aide soignant (AS);;56033102T;4;1 an;200.0;48.893956, 2.433692
sanitaire;Versailles;fondation Léonie CHAPTAL;950802652;fondation Léonie CHAPTAL;;;;;fondation Léonie CHAPTAL;;19 RUE JEAN LURCAT;95;95200;SARCELLES;Aide soignant (AS);;56033102T;4;1 an;80.0;48.98246, 2.391343
sanitaire;Créteil;GHSIF SUD IdF melun (CH Marc JACQUET);770790251;GHSIF SUD IdF melun (CH Marc JACQUET);;;;;GHSIF SUD IdF melun (CH Marc JACQUET);;1 RUE FONTAINE SAINT-LIESNE;77;77000;MELUN;Aide soignant (AS);;56033102T;4;1 an;65.0;48.541715, 2.672036
sanitaire;Créteil;GHSIF SUD IdF melun (CH Marc JACQUET);770790251;GHSIF SUD IdF melun (CH Marc JACQUET);;;;;GHSIF SUD IdF melun (CH Marc JACQUET);;1 RUE FONTAINE SAINT-LIESNE;77;77000;MELUN;Infirmier (IDE);;36033102T;6;3 ans;120.0;48.541715, 2.672036
sanitaire;Créteil;IFITS - Institut de Formation Interhospitalier Théodore Simon;930011549;IFITS - Institut de Formation Interhospitalier Théodore Simon;;;;;IFITS - Institut de Formation Interhospitalier Théodore Simon;;19 AVENUE DE MAISON BLANCHE;93;93330;NEUILLY-SUR-MARNE;Infirmier (IDE);;36033102T;6;3 ans;221.0;48.866637, 2.554528
sanitaire;Versailles;lycée Charles Baudelaire;;lycée Charles Baudelaire;;;;;lycée Charles Baudelaire;;3 AVENUE DE LA LIBERTE;91;91000;EVRY;Aide soignant (AS);;56033102T;4;1 an;30.0;48.637997, 2.435283
sanitaire;Créteil;lycée Charles de Gaulle;77015279;lycée Charles de Gaulle;;;;;lycée Charles de Gaulle;;6 PLACE MERMOZ;77;77230;LONGPERRIER;Aide soignant (AS);;56033102T;4;1 an;18.0;49.048625, 2.668843
sanitaire;Créteil;lycée Darius Milhaud;;lycée Darius Milhaud;;;;;lycée Darius Milhaud;;80 RUE DU PROFESSEUR BERGONIE;94;94270;KREMLIN BICETRE;Auxiliaire de puériculture (AP);;56033103T;4;1 an;18.0;48.802281, 2.350712
sanitaire;Paris;lycée Jacques Monod;750831992;lycée Jacques Monod;;;;;lycée Jacques Monod;;132 RUE D'ALESIA;75;75014;PARIS;Auxiliaire de puériculture (AP);;56033103T;4;1 an;80.0;48.830398, 2.319914
sanitaire;Créteil;lycée Madeleine Vionnet (ex Marcel Pagnol);;lycée Madeleine Vionnet (ex Marcel Pagnol);;;;;lycée Madeleine Vionnet (ex Marcel Pagnol);;1 RUE JULES GUESDE;93;93140;BONDY;Aide soignant (AS);;56033102T;4;1 an;18.0;48.904341, 2.472955
sanitaire;Versailles;MGEN - Institut National Marcel Rivière;780801049;MGEN - Institut National Marcel Rivière;;;;;MGEN - Institut National Marcel Rivière;;13 AVENUE DE MONTFORT;78;78320;LA VERRIERE;Infirmier (IDE);;36033102T;6;3 ans;87.0;48.750723, 1.948748
sanitaire;Paris;"VYV3 Ile-de-France
(ex  USSIF -Fondation hospitalière Sainte-Marie)";750000523;"VYV3 Ile-de-France
(ex  USSIF -Fondation hospitalière Sainte-Marie)";;;;;"VYV3 Ile-de-France
(ex  USSIF -Fondation hospitalière Sainte-Marie)";;26 BOULEVARD BRUNE;75;75014;PARIS;Puériculture (Puer);;36033105T;6;1 an;140.0;48.826968, 2.307768
social;Paris;ASSOCIATION DES PARALYSES DE France;750814451;APF FORMATION;APF;9/11 rue Clisson 75013 PARIS;PARIS;NC;APF FORMATION;9/11 rue Clisson 75013 PARIS;9 rue Clisson;75;75013;PARIS;Accompagnant éducatif et social;DEAES;56033205;3;1 an;42.0;48.832884, 2.369102
social;Versailles;ASSOCIATION DES COURS PROFESSIONNELS DE PHARMACIE, SANTE, SANITAIRE, SOCIAL ET ENVIRONNEMENT;780015939;ASSOCIATION COURS PROFESSIONNELS PHARMACIE ACADEMIE VERSAILLES;ACPPAV;Le Technoparc, 14 rue Gustave Eiffel 78306 POISSY CEDEX;POISSY CEDEX;0912273B;ACPPAV;25 Rue Hoche 91260 JUVISY SUR ORGE;25 Rue Hoche;91;91260;JUVISY SUR ORGE;Accompagnant éducatif et social;DEAES;56033207;3;1 an;58.0;48.686557, 2.380226
social;Créteil;ASSOFAC;750029399;ASSOFAC;ASSOFAC;43 bis rue d'Hautpoul 75019 PARIS;PARIS;NC;ASSOFAC;14 rue de la Beaune 93100 MONTREUIL;14 rue de la Beaune;93;93100;MONTREUIL;Accompagnant éducatif et social;DEAES;56033207;3;1 an;15.0;48.86182, 2.435903
social;Versailles;SAUVEGARDE DE L'ENFANT, DE L'ADOLESCENT ET DE L'ADULTE EN YVELINES;780801064;BUC RESSOURCES;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;BUC;0783192W;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;1 bis rue Louis Massotte;78;78530;BUC;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;40.0;48.774267, 2.127061
social;Versailles;SAUVEGARDE DE L'ENFANT, DE L'ADOLESCENT ET DE L'ADULTE EN YVELINES;780801064;BUC RESSOURCES;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;BUC;0783192W;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;1 bis rue Louis Massotte;78;78530;BUC;Technicien de l’intervention sociale et familiale;DETISF;46033203;4;2 ans;20.0;48.774267, 2.127061
social;Paris;ASSOCIATION POUR LA GESTION DU CENTRE DE FORMATION SAINT-HONORE;750814592;CENTRE DE FORMATION SAINT-HONORE;STHO;42-44 rue de Romainville - 75019 PARIS;PARIS;0754908C;CENTRE DE FORMATION SAINT-HONORE;42-44 rue de Romainville - 75019 PARIS;42 rue de Romainville;75;75019;PARIS;Certificat d'aptitude aux fonctions d'encadrement et de responsable d'unité d'intervention sociale;CAFERUIS;26033207;6;2 ans;25.0;48.877399, 2.400625
social;Paris;AEFPP - ASSOCIATION ECOLE DE FORMATION PSYCHO-PEDAGOGIQUE;750814253;ECOLE DE FORMATION PSYCHO-PEDAGOGIQUE;EFPP;24-26 Rue Louis Armand - 75015 PARIS;PARIS;0753696K;EFPP;24-26 Rue Louis Armand, 75015 Paris;24 Rue Louis Armand;75;75015;PARIS;Certificat d'aptitude aux fonctions d'encadrement et de responsable d'unité d'intervention sociale;CAFERUIS;26033207;6;2 ans;40.0;48.832758, 2.277335
social;Versailles;ASSOCIATION ECOLE PRATIQUE DE SERVICE SOCIAL;950809095;ECOLE PRATIQUE DE SERVICE SOCIAL;EPSS;139 boulevard du Montparnasse - 75006 PARIS;PARIS;0753597C;EPSS - CERGY;13 boulevard de l'Hautil - 95000 CERGY;13 bd de l'Hautil;95;95000;CERGY PONTOISE;Assistant familial;DEAF;-;3;2 ans;45.0;49.037347, 2.086444
social;Versailles;GRETA DES YVELINES/LYCEE POLYVALENT VIOLLET-LE-DUC;-;GRETA DES YVELINES / LYCEE POLYVALENT VIOLLET-LE-DUC;GRETA DU 78;1 Route de Septeuil 78640 VILLIERS SAINT FREDERIC;VILLIERS ST FREDERIC;0781908A;Lycée Jean MOULIN;18 rue du Docteur Audigier - 78150 LE CHESNAY;18 rue du Docteur Audigier;78;78150;LE CHESNAY;Accompagnant éducatif et social;DEAES;56033207;3;1 an;20.0;48.826175, 2.132655
social;Créteil;"GRETA MTI 77 / LYCEE TECHNOLOGIE P DE COUBERTIN 
devient le 
GRETA SEINE-ET-MARNE/LYCEE GENERAL TECHNOLOGIQUE GASTON BACHELAR";770003499;"GRETA MTI 77 / LYCEE TECHNOLOGIE PIERRE DE COUBERTIN 

GRETA SEINE-ET-MARNE/LYCEE GENERAL TECHNOLOGIQUE GASTON BACHELAR";GRETA MTI77;"rue Chaussée de Paris 77100 MEAUX

32 Avenue de l'Europe, 77500 CHELLES";"MEAUX

CHELLES";0770931U;Lycée Simone SIGNORET;2 place du 14 juillet 77000 VAUX LE PENIL;2 place du 14 juillet;77;77000;VAUX LE PENIL;Accompagnant éducatif et social;DEAES;56033207;3;1 an;20.0;48.531085, 2.672007
social;Versailles;AGIRFASE;910814136;INSTITUT DE RECHERCHE ET DE FORMATION A L'ACTION SOCIALE;IRFASE;5 Terrasses Agora, 91034 Évry;EVRY CEDEX;0912154X;IRFASE;5 Terrasses Agora, 91034 Évry;5 Terrasses Agora;91;91000;Évry-Courcouronnes;Moniteur éducateur;DEME;46033202;4;2 ans;55.0;48.626438, 2.431824
social;Créteil;FONDATION ITSRS;920806890;IRTS IDF MONTROUGE - NEUILLY/MARNE;IRTS IDF;150 avenue Paul-Vaillant Couturier 93330 NEUILLY-SUR-MARNE;NEUILLY-SUR-MARNE;0932755P;IRTS IDF MONTROUGE - NEUILLY/MARNE - Site Neuilly/Marne;150 avenue Paul-Vaillant Couturier - 93330 NEUILLY-SUR-MARNE;150 avenue Paul-Vaillant Couturier;93;93330;NEUILLY SUR MARNE;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;55.0;48.866455, 2.561007
social;Versailles;FONDATION ITSRS;920806890;IRTS IDF MONTROUGE - NEUILLY/MARNE;IRTS IDF;1 rue du 11 Novembre 92120 MONTROUGE;MONTROUGE;0922116A;IRTS IDF MONTROUGE - NEUILLY/MARNE - Site de Montrouge;1 rue du 11 Novembre 92120 MONTROUGE;1 rue du 11 Novembre;92;92220;MONTROUGE;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;35.0;48.785458, 2.310247
social;Versailles;FONDATION ITSRS;920806890;IRTS IDF MONTROUGE - NEUILLY/MARNE;IRTS IDF;1 rue du 11 Novembre 92120 MONTROUGE;MONTROUGE;0922116A;IRTS IDF MONTROUGE - NEUILLY/MARNE - Site de Montrouge;1 rue du 11 Novembre 92120 MONTROUGE;1 rue du 11 Novembre;92;92220;MONTROUGE;Educateur Spécialisé;DEES;26033202;6;3 ans;110.0;48.785458, 2.310247
social;Créteil;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier - 75010 PARIS;PARIS;0754696X;IRTS PARIS IDF - Etablissement de Melun;8 bis Eugène Gonon 77000 MELUN;8 bis Eugène Gonon;77;77000;MELUN;Accompagnant éducatif et social;DEAES;56033204;3;1 an;55.0;48.52979, 2.65843
social;Paris;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier - 75010 PARIS;PARIS;NC;IRTS PARIS IDF - Etablissement de Paris;145 avenue Parmentier - 75010 PARIS;145 avenue Parmentier;75;75010;PARIS;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;55.0;48.870777, 2.370284
social;Paris;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier – 75010 PARIS;PARIS;NC;IRTS PARIS IDF - Etablissement de Paris;145 avenue Parmentier – 75010 PARIS;145 avenue Parmentier;75;75010;PARIS;Educateur Spécialisé;DEES;26033202;6;3 ans;130.0;48.870777, 2.370284
social;Paris;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier - 75010 PARIS;PARIS;NC;IRTS PARIS IDF - Etablissement de Paris;145 avenue Parmentier - 75010 PARIS;145 avenue Parmentier;75;75010;PARIS;Technicien de l’intervention sociale et familiale;DETISF;46033203;4;2 ans;25.0;48.870777, 2.370284
sanitaire;Paris;ADERF EKP - Association pour le Développement et la Recherche en rééducation Fonctionnelle / Ecole de kinésithérapie de Paris;750828287;ADERF EKP - Association pour le Développement et la Recherche en rééducation Fonctionnelle / Ecole de kinésithérapie de Paris;;;;;ADERF EKP - Association pour le Développement et la Recherche en rééducation Fonctionnelle / Ecole de kinésithérapie de Paris;;107 RUE DE REUILLY;75;75012;PARIS;Masseur Kinésithérapeute (MK);;36033109T;7;3 ans;81.0;48.84261, 2.392406
sanitaire;Paris;APHP - Bichat Claude Bernard;750801656;APHP - Bichat Claude Bernard;;;;;APHP - Bichat Claude Bernard;;133 BOULEVARD NEY;75;75018;PARIS;Infirmier (IDE);;36033102T;6;3 ans;135.0;48.897498, 2.331961
